OID_;ID;ADRCD;SUBCD;LandID;Land;BezirkID;Bezirk;ArtLang;NameLang;Plz;Ort;Strasse;Hnr;Telefon;IntVorwahl;NatVorwahl;TelefonNummer;Durchwahl;FaxDurchwahl;EMailAdresse;X;Y
466;278;7242556;001;3;Niederösterreich;323;Wiener Neustadt (Land);Polizeiinspektion;Wiesmath;2811;Wiesmath;Hauptstraße;12;+43 59133 3385 100;+43;59133;3385;100;109;PI-N-Wiesmath@polizei.gv.at;16,287846680000001;47,616607199999997
467;279;6653449;001;3;Niederösterreich;323;Wiener Neustadt (Land);Polizeiinspektion;Wöllersdorf;2752;Wöllersdorf;Kirchengasse;2;+43 59133 3386 100;+43;59133;3386;100;109;PI-N-Woellersdorf@polizei.gv.at;16,171264910000001;47,865855480000000
468;280;6656370;002;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Fischamend;2401;Fischamend;Greger Straße;1;+43 59133 3222 100;+43;59133;3222;100;109;PI-N-Fischamend@polizei.gv.at;16,611440670000000;48,118259430000002
469;281;6658320;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Gablitz;3003;Gablitz;Linzerstraße;62;+43 59133 3223 100;+43;59133;3223;100;109;PI-N-Gablitz@polizei.gv.at;16,156795509999998;48,227828979999998
470;282;6659102;001;3;Niederösterreich;312;Korneuburg;Polizeiinspektion;Gerasdorf bei Wien;2201;Gerasdorf bei Wien;Bahnstraße;2;+43 59133 3224 100;+43;59133;3224;100;109;PI-N-Gerasdorf-bei-Wien@polizei.gv.at;16,468136950000002;48,294570319999998
471;283;6663114;001;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Gramatneusiedl;2440;Gramatneusiedl;Bahnstraße;2b;+43 59133 3225 100;+43;59133;3225;100;109;PI-N-Gramatneusiedl@polizei.gv.at;16,489926440000001;48,029210950000000
472;284;7227912;001;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Himberg;2325;Himberg;Wienerstraße;20a;+43 59133 3226 100;+43;59133;3226;100;109;PI-N-Himberg@polizei.gv.at;16,434950239999999;48,087145360000001
473;285;6668708;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Klosterneuburg;3400;Klosterneuburg;Franz-Rumpler-Straße;10;+43 59133 3220 100;+43;59133;3220;100;109;PI-N-Klosterneuburg@polizei.gv.at;16,324747089999999;48,302757270000001
474;287;6677367;002;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Leopoldsdorf;2333;Leopoldsdorf;Achauer Straße;43;+43 59133 3229 100;+43;59133;3229;100;109;PI-N-Leopoldsdorf@polizei.gv.at;16,398285590000000;48,110698769999999
475;288;7279162;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Mauerbach;3001;Mauerbach;Am Haanbaum;3;+43 59133 3231 100;+43;59133;3231;100;109;PI-N-Mauerbach@polizei.gv.at;16,192062650000000;48,232606150000002
476;290;7198140;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Purkersdorf;3002;Purkersdorf;Herrengasse;6;+43 59133 3233 100;+43;59133;3233;100;109;PI-N-Purkersdorf@polizei.gv.at;16,177712780000000;48,208813149999997
477;293;7319382;000;3;Niederösterreich;307;Bruck an der Leitha;Autobahnpolizeiinspektion (FGP-SB);Wien-Schwechat (FGP-SB);1300;Flughafen Wien-Schwechat;Cargo Nord, nächst B9;;+43 59133 3235;+43;59133;3235;;209;API-N-Schwechat@polizei.gv.at;16,550681919999999;48,128076309999997
478;295;6690984;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Allentsteig;3804;Allentsteig;Hauptstraße;24;+43 59133 3471 100;+43;59133;3471;100;109;PI-N-Allentsteig@polizei.gv.at;15,328157429999999;48,695678710000003
479;296;6691730;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Arbesbach;3925;Arbesbach;Hauptplatz;35;+43 59133 3472 100;+43;59133;3472;100;109;PI-N-Arbesbach@polizei.gv.at;14,955643660000000;48,494289400000000
480;297;7431628;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Groß Gerungs;3920;Groß Gerungs;Hauptplatz;37 A;+43 59133 3474 100;+43;59133;3474;100;109;PI-N-Gross-Gerungs@polizei.gv.at;14,958995820000000;48,573944099999999
481;298;6698167;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Ottenschlag;3631;Ottenschlag;Unterer Markt;10;+43 59133 3476 100;+43;59133;3476;100;109;PI-N-Ottenschlag@polizei.gv.at;15,219887740000001;48,423992159999997
482;299;6700775;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Schwarzenau;3900;Schwarzenau;Bundesstraße;17;+43 59133 3477 100;+43;59133;3477;100;109;PI-N-Schwarzenau@polizei.gv.at;15,260214390000000;48,743175290000003
483;300;6702713;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Waldhausen;3914;Waldhausen;Waldhausen;4;+43 59133 3479 100;+43;59133;3479;100;109;PI-N-Waldhausen@polizei.gv.at;15,260627749999999;48,521957399999998
484;301;6704095;001;3;Niederösterreich;325;Zwettl;Bezirkspolizeikommando;Zwettl;3910;Zwettl;Weitraer Straße;17;+43 59133 3470 305;+43;59133;3470;305;309;BPK-N-Zwettl@polizei.gv.at;15,163991950000000;48,608907320000000
485;306;6194633;001;3;Niederösterreich;302;Sankt Pölten (Stadt);Stadtpolizeikommando;Sankt Pölten;3100;Sankt Pölten;Linzer Straße;47;+43 59133 35 1000;+43;59133;35;1000;;SPK-N-St-Poelten@polizei.gv.at;15,619009020000000;48,200717930000003
486;309;7332538;000;3;Niederösterreich;302;Sankt Pölten (Stadt);Polizeiinspektion;Sankt Pölten-Regierungsviertel;3100;Sankt Pölten;Neue Herrengasse;9;+43 59133 3193 100;+43;59133;3193;100;109;PI-N-St-Poelten-Regierungsviertel@polizei.gv.at;15,632857840000000;48,202031329999997
487;310;7322335;001;3;Niederösterreich;302;Sankt Pölten (Stadt);Polizeiinspektion;Sankt Pölten-Spratzern;3100;Sankt Pölten;Rödlgasse;13;+43 59133 3194 100;+43;59133;3194;100;109;PI-N-St-Poelten-Spratzern@polizei.gv.at;15,621666740000000;48,179728560000001
488;311;6190497;001;3;Niederösterreich;302;Sankt Pölten (Stadt);Polizeiinspektion;Sankt Pölten-Traisenpark;3100;Sankt Pölten;Dr.-Adolf-Schärf-Straße;3;+43 59133 3192 100;+43;59133;3192;100;109;PI-N-St-Poelten-Traisenpark@polizei.gv.at;15,639039260000001;48,222546940000001
489;313;6194633;001;3;Niederösterreich;302;Sankt Pölten (Stadt);Verkehrsinspektion;Sankt Pölten;3100;Sankt Pölten;Linzer Straße;47;+43 59133 35 4444;+43;59133;35;4444;4009;VI-N-St-Poelten@polizei.gv.at;15,619009020000000;48,200717930000003
490;314;7246369;;3;Niederösterreich;307;Bruck an der Leitha;Stadtpolizeikommando;Wien-Schwechat;1300;Flughafen Wien-Schwechat;Flughafen-Wien, Office Park 3, Objekt 682;;+43 59133 36 2222;+43;59133;36;2222;;SPK-N-Schwechat@polizei.gv.at;16,562615709999999;48,122248210000002
491;317;7246370;001;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Wien-Schwechat-Flughafen-Sonderdienste;1300;Flughafen Wien-Schwechat;Objekt 810;;+43 59133 3294 100;+43;59133;3294;100;109;PI-N-Schwechat-Flughafen-SD@polizei.gv.at;16,546545940000001;48,126283500000000
492;318;7065364;001;3;Niederösterreich;304;Wiener Neustadt (Stadt);Stadtpolizeikommando;Wiener Neustadt;2700;Wiener Neustadt;Burgplatz;2;+43 59133 3390 102;+43;59133;3390;102;;SPK-N-Wr-Neustadt@polizei.gv.at;16,244371420000000;47,810085299999997
493;320;7444291;001;3;Niederösterreich;304;Wiener Neustadt (Stadt);Polizeiinspektion;Wiener Neustadt-Flugfeld;2700;Wiener Neustadt;Julius-Willerth-Gasse;26;+43 59133 3392 100;+43;59133;3392;100;109;PI-N-Wr-Neustadt-Flugfeld@polizei.gv.at;16,229733339999999;47,828187339999999
494;323;7065364;001;3;Niederösterreich;304;Wiener Neustadt (Stadt);Verkehrsinspektion;Wiener Neustadt;2700;Wiener Neustadt;Burgplatz;2;+43 59133 3390 444;+43;59133;3390;444;;VI-N-Wr-Neustadt@polizei.gv.at;16,244371420000000;47,810085299999997
495;1294;7275409;001;3;Niederösterreich;316;Mistelbach;Autobahnpolizeiinspektion (FGP-SB);Großkrut (FGP-SB);2143;Großkrut;Poysdorfer Straße;130;+43 59133 3266 200;+43;59133;3266;200;209;API-N-Grosskrut@polizei.gv.at;16,708239400000000;48,650849909999998
496;325;7372736;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Altheim;4950;Altheim;Jungerstraße;7;+43 59133 4202 100;+43;59133;4202;100;109;PI-O-Altheim@polizei.gv.at;13,228955579999999;48,247314269999997
497;326;5301509;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Aspach;5252;Aspach;Marktplatz;5;+43 59133 4203 100;+43;59133;4203;100;109;PI-O-Aspach@polizei.gv.at;13,304459580000000;48,184619910000002
498;327;7046646;001;4;Oberösterreich;404;Braunau am Inn;Bezirkspolizeikommando;Braunau am Inn;5280;Braunau am Inn;Laaber Holzweg;50;+43 59133 4200 305;+43;59133;4200;305;309;BPK-O-Braunau@polizei.gv.at;13,045477869999999;48,255279549999997
499;329;7237531;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Eggelsberg;5142;Eggelsberg;B&R Straße;2;+43 59133 4205 100;+43;59133;4205;100;109;PI-O-Eggelsberg@polizei.gv.at;12,989058500000001;48,074802400000003
500;330;5313454;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Friedburg-Lengau;5211;Friedburg-Lengau;Salzburger Straße;9;+43 59133 4206 100;+43;59133;4206;100;109;PI-O-Friedburg-Lengau@polizei.gv.at;13,248648650000000;48,016510009999998
501;331;7563340;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Hochburg-Ach;5122;Hochburg-Ach;Athalerstraße;4;+43 59133 4201 100;+43;59133;4201;100;109;PI-O-Ach-Hochburg@polizei.gv.at;12,839900000000000;48,158700000000003
502;332;5315918;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Mattighofen;5230;Mattighofen;Stadtplatz;4;+43 59133 4207 100;+43;59133;4207;100;109;PI-O-Mattighofen@polizei.gv.at;13,148993949999999;48,105454340000001
503;333;5316849;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Mauerkirchen;5270;Mauerkirchen;Bahnhofstraße;45;+43 59133 4208 100;+43;59133;4208;100;109;PI-O-Mauerkirchen@polizei.gv.at;13,129833220000000;48,196384430000002
504;335;7541136;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Ostermiething;5121;Ostermiething;Gewerbepark;12b;+43 59133 4211 100;+43;59133;4211;100;109;PI-O-Ostermiething@polizei.gv.at;12,842900000000000;48,043399999999998
505;337;5330203;001;4;Oberösterreich;405;Eferding;Polizeiinspektion;Aschach an der Donau;4082;Aschach an der Donau;Kurzwernhartplatz;1;+43 59133 4222 100;+43;59133;4222;100;109;PI-O-Aschach@polizei.gv.at;14,024796490000000;48,367694860000000
506;339;5331094;001;4;Oberösterreich;405;Eferding;Polizeiinspektion;Eferding;4070;Eferding;Stadtplatz;31;+43 59133 4220 100;+43;59133;4220;100;109;PI-O-Eferding@polizei.gv.at;14,023093230000001;48,309497839999999
507;340;5334118;001;4;Oberösterreich;405;Eferding;Polizeiinspektion;Prambachkirchen;4731;Prambachkirchen;Hauptstraße;18;+43 59133 4223 100;+43;59133;4223;100;109;PI-O-Prambachkirchen@polizei.gv.at;13,904859549999999;48,314487460000002
508;341;5354443;001;4;Oberösterreich;406;Freistadt;Polizeiinspektion;Bad Zell;4283;Bad Zell;Marktplatz;8;+43 59133 4301 100;+43;59133;4301;100;109;PI-O-Bad-Zell@polizei.gv.at;14,669797900000001;48,350181579999997
509;342;5338043;001;4;Oberösterreich;406;Freistadt;Bezirkspolizeikommando;Freistadt;4240;Freistadt;Linzer Straße;9;+43 59133 4300 305;+43;59133;4300;305;309;BPK-O-Freistadt@polizei.gv.at;14,502416620000000;48,507972719999998
510;345;7035299;001;4;Oberösterreich;406;Freistadt;Polizeiinspektion;Königswiesen;4280;Königswiesen;Florianiweg;1;+43 59133 4303 100;+43;59133;4303;100;109;PI-O-Koenigswiesen@polizei.gv.at;14,836099630000000;48,406665810000000
511;349;7238845;001;4;Oberösterreich;406;Freistadt;Polizeiinspektion;Pregarten;4230;Pregarten;Tragweiner Straße;59;+43 59133 4306 100;+43;59133;4306;100;109;PI-O-Pregarten@polizei.gv.at;14,540677069999999;48,349670410000002
512;350;7077839;001;4;Oberösterreich;406;Freistadt;Polizeiinspektion;Sandl;4251;Sandl;Sandl;24;+43 59133 4308 100;+43;59133;4308;100;109;PI-O-Sandl@polizei.gv.at;14,645107270000000;48,559570309999998
513;351;5353651;001;4;Oberösterreich;406;Freistadt;Polizeiinspektion;Weitersfelden;4272;Weitersfelden;Weitersfelden;71;+43 59133 4311 100;+43;59133;4311;100;109;PI-O-Weitersfelden@polizei.gv.at;14,725740439999999;48,475837710000000
514;352;7284249;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Altmünster;4813;Altmünster;Don-Alfonso-Weg;14;+43 59133 4101 100;+43;59133;4101;100;109;PI-O-Altmuenster@polizei.gv.at;13,766157160000001;47,895099639999998
515;353;5358684;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Bad Goisern;4822;Bad Goisern;Rudolf-von-Alt-Weg;9a;+43 59133 4102 100;+43;59133;4102;100;109;PI-O-Bad-Goisern@polizei.gv.at;13,618040819999999;47,641668799999998
516;354;7335080;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Bad Ischl;4820;Bad Ischl;Linzer Straße;9;+43 59133 4103 100;+43;59133;4103;100;109;PI-O-Bad-Ischl@polizei.gv.at;13,638693410000000;47,720598719999998
517;355;5366523;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Ebensee am Traunsee-Seedienst;4802;Ebensee am Traunsee;Salinenplatz;7;+43 59133 4104 100;+43;59133;4104;100;109;PI-O-Ebensee@polizei.gv.at;13,774059299999999;47,811614990000002
518;356;5368334;001;4;Oberösterreich;407;Gmunden;Bezirkspolizeikommando;Gmunden;4810;Gmunden;Alois Kaltenbruner-Straße;7;+43 59133 4100 305;+43;59133;4100;305;309;BPK-O-Gmunden@polizei.gv.at;13,788650519999999;47,915851600000003
519;790;7086698;001;6;Steiermark;620;Murtal;Polizeiinspektion;Judenburg;8750;Judenburg;Herrengasse;32;+43 59133 6300 100;+43;59133;6300;100;109;PI-ST-Judenburg@polizei.gv.at;14,654806140000000;47,169063569999999
520;791;5884578;001;6;Steiermark;620;Murtal;Polizeiinspektion;Obdach;8742;Obdach;St. Wolfganger-Straße;1;+43 59133 6302 100;+43;59133;6302;100;109;PI-ST-Obdach@polizei.gv.at;14,693494330000000;47,068801819999997
521;792;5885545;001;6;Steiermark;620;Murtal;Polizeiinspektion;Oberzeiring;8762;Oberzeiring;Marktplatz;1;+43 59133 6303 100;+43;59133;6303;100;109;PI-ST-Oberzeiring@polizei.gv.at;14,487351420000000;47,251640320000000
522;793;5886020;001;6;Steiermark;620;Murtal;Polizeiinspektion;Pöls;8761;Pöls;Hauptplatz;6;+43 59133 6304 100;+43;59133;6304;100;109;PI-ST-Poels@polizei.gv.at;14,580037120000000;47,220146180000000
523;795;5888806;001;6;Steiermark;620;Murtal;Polizeiinspektion;Weißkirchen in Steiermark;8741;Weißkirchen in Steiermark;Gemeindeplatz;1;+43 59133 6306 100;+43;59133;6306;100;109;PI-ST-Weisskirchen-in-Steiermark@polizei.gv.at;14,739013679999999;47,152217870000001
524;796;5889017;001;6;Steiermark;620;Murtal;Polizeiinspektion;Zeltweg;8740;Zeltweg;Bahnhofstraße;79;+43 59133 6307 100;+43;59133;6307;100;109;PI-ST-Zeltweg@polizei.gv.at;14,748399740000000;47,189125060000002
525;797;7147260;001;6;Steiermark;620;Murtal;Bezirkspolizeikommando;Murtal;8720;Knittelfeld;Franz-Leitner-Straße;19;+43 59133 6310 305;+43;59133;6310;305;309;BPK-ST-Murtal@polizei.gv.at;14,831075670000001;47,218894960000000
526;802;5899646;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Gamlitz;8462;Gamlitz;Obere Hauptstraße;3;+43 59133 6164 100;+43;59133;6164;100;109;PI-ST-Gamlitz@polizei.gv.at;15,549958869999999;46,720238160000001
527;804;7304439;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Gleinstätten;8443;Gleinstätten;Gleinstätten;14a;+43 59133 6166 100;+43;59133;6166;100;109;PI-ST-Gleinstaetten@polizei.gv.at;15,366925250000000;46,755126959999998
528;805;5902899;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Heiligenkreuz am Waasen;8081;Heiligenkreuz am Waasen;Marktplatz;6;+43 59133 6167 100;+43;59133;6167;100;109;PI-ST-Heiligenkreuz-am-Waasen@polizei.gv.at;15,587201120000000;46,955219270000001
529;806;5903565;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Heimschuh;8451;Heimschuh;Heimschuhstraße;27;+43 59133 6168 100;+43;59133;6168;100;109;PI-ST-Heimschuh@polizei.gv.at;15,488356980000001;46,758903060000002
530;807;5906330;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Lebring;8403;Lebring;Leibnitzer Straße;13;+43 59133 6171 100;+43;59133;6171;100;109;PI-ST-Lebring@polizei.gv.at;15,538001140000000;46,853269550000000
531;808;7086703;001;6;Steiermark;610;Leibnitz;Bezirkspolizeikommando;Leibnitz;8430;Leibnitz;Mariengasse;2;+43 59133 6160 305;+43;59133;6160;305;309;BPK-ST-Leibnitz@polizei.gv.at;15,546342859999999;46,776481629999999
532;810;5914445;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Leutschach;8463;Leutschach an der Weinstraße;Schloßberg;59;+43 59133 6172 100;+43;59133;6172;100;109;PI-ST-Leutschach@polizei.gv.at;15,469300000000000;46,658999999999999
533;812;7410077;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Straß in Steiermark;8472;Straß in Steiermark;Hauptstraße;109;+43 59133 6175 100;+43;59133;6175;100;109;PI-ST-Strass-in-Steiermark@polizei.gv.at;15,630585670000000;46,725845339999999
534;813;5919845;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Wildon;8410;Weitendorf;Unterer Markt;4;+43 59133 6176 100;+43;59133;6176;100;109;PI-ST-Wildon@polizei.gv.at;15,519100000000000;46,885100000000001
535;814;5920155;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Wolfsberg im Schwarzautal;8421;Wolfsberg im Schwarzautal;Wolfsberg im Schwarzautal;99;+43 59133 6177 100;+43;59133;6177;100;109;PI-ST-Wolfsberg-im-Schwarzautal@polizei.gv.at;15,656949220000000;46,843999029999999
536;815;5920681;001;6;Steiermark;611;Leoben;Polizeiinspektion;Eisenerz;8790;Eisenerz;Hans-von-der-Sann-Straße;34;+43 59133 6321 100;+43;59133;6321;100;109;PI-ST-Eisenerz@polizei.gv.at;14,889950760000000;47,542526250000002
537;817;5928624;001;6;Steiermark;611;Leoben;Polizeiinspektion;Mautern in Steiermark;8774;Mautern in Steiermark;Hauptstraße;46;+43 59133 6323 100;+43;59133;6323;100;109;PI-ST-Mautern-in-Steiermark@polizei.gv.at;14,831316950000000;47,398590089999999
538;818;5928969;001;6;Steiermark;611;Leoben;Polizeiinspektion;Niklasdorf;8712;Niklasdorf;Bergstraße;6;+43 59133 6325 100;+43;59133;6325;100;109;PI-ST-Niklasdorf@polizei.gv.at;15,163257600000000;47,394607550000003
539;820;5930887;001;6;Steiermark;611;Leoben;Autobahnpolizeiinspektion;Gleinalm;8770;Sankt Michael in Obersteiermark;Hinterlainsach;33;+43 59133 6328 200;+43;59133;6328;200;209;API-ST-Gleinalm@polizei.gv.at;15,077944759999999;47,294345860000000
540;822;5930643;001;6;Steiermark;611;Leoben;Polizeiinspektion;Sankt Michael in Obersteiermark;8770;Sankt Michael in Obersteiermark;Raiffeisenstraße;46;+43 59133 6320 100;+43;59133;6320;100;109;PI-ST-St-Michael-in-Obersteiermark@polizei.gv.at;15,016404220000000;47,337652409999997
541;824;5933681;001;6;Steiermark;611;Leoben;Polizeiinspektion;Trofaiach;8793;Trofaiach;Luchinettigasse;9;+43 59133 6327 100;+43;59133;6327;100;109;PI-ST-Trofaiach@polizei.gv.at;15,008322070000000;47,426140799999999
542;825;5934420;001;6;Steiermark;611;Leoben;Polizeiinspektion;Vordernberg;8794;Vordernberg;Hauptstraße;108a;+43 59133 6329 100;+43;59133;6329;100;109;PI-ST-Vordernberg@polizei.gv.at;14,991970070000001;47,486673250000003
543;827;5938964;001;6;Steiermark;612;Liezen;Polizeiinspektion;Bad Aussee;8990;Bad Aussee;Altausseer Straße;362;+43 59133 6351 100;+43;59133;6351;100;109;PI-ST-Bad-Aussee@polizei.gv.at;13,779499059999999;47,611831670000001
544;828;5948587;001;6;Steiermark;612;Liezen;Polizeiinspektion;Bad Mitterndorf;8983;Bad Mitterndorf;Bad Mitterndorf;292;+43 59133 6352 100;+43;59133;6352;100;109;PI-ST-Bad-Mitterndorf@polizei.gv.at;13,934968000000000;47,555160530000002
545;829;5941627;001;6;Steiermark;612;Liezen;Polizeiinspektion;Gröbming;8962;Gröbming;Hauptstraße;450;+43 59133 6350 100;+43;59133;6350;100;109;PI-ST-Groebming@polizei.gv.at;13,902849200000000;47,448452000000003
546;830;7533333;001;6;Steiermark;612;Liezen;Polizeiinspektion;Landl;8931;Landl;Kirchenlandl;133;+43 59133 6342 100;+43;59133;6342;100;109;PI-ST-Landl@polizei.gv.at;14,737537209999999;47,655845200000002
547;831;5943687;001;6;Steiermark;612;Liezen;Polizeiinspektion;Haus im Ennstal;8967;Haus;Schloßplatz;47;+43 59133 6353 100;+43;59133;6353;100;109;PI-ST-Haus@polizei.gv.at;13,768737800000000;47,410137180000000
548;832;5944501;001;6;Steiermark;612;Liezen;Polizeiinspektion;Irdning;8952;Irdning;Aignerstraße;23;+43 59133 6354 100;+43;59133;6354;100;109;PI-ST-Irdning@polizei.gv.at;14,107801439999999;47,507511139999998
549;833;7524069;001;6;Steiermark;612;Liezen;Bezirkspolizeikommando;Liezen;8940;Liezen;Döllacher Straße;6b;+43 59133 6340 305;+43;59133;6340;305;309;BPK-ST-Liezen@polizei.gv.at;14,239699999999999;47,568199999999997
550;836;5953158;001;6;Steiermark;612;Liezen;Polizeiinspektion;Rottenmann;8786;Rottenmann;Fürstgasse;51;+43 59133 6343 100;+43;59133;6343;100;109;PI-ST-Rottenmann@polizei.gv.at;14,359195720000001;47,525672919999998
551;837;5955435;001;6;Steiermark;612;Liezen;Polizeiinspektion;Schladming;8970;Schladming;Coburgstraße;49;+43 59133 6356 100;+43;59133;6356;100;109;PI-ST-Schladming@polizei.gv.at;13,691436800000000;47,392619160000002
552;838;5954853;001;6;Steiermark;612;Liezen;Polizeiinspektion;Sankt Gallen;8933;Sankt Gallen;Markt;208;+43 59133 6344 100;+43;59133;6344;100;109;PI-ST-St-Gallen@polizei.gv.at;14,616890910000000;47,690826420000000
553;840;5958005;001;6;Steiermark;612;Liezen;Polizeiinspektion;Trieben;8784;Trieben;Triebener Bundesstraße;4;+43 59133 6345 100;+43;59133;6345;100;109;PI-ST-Trieben@polizei.gv.at;14,486558920000000;47,486835480000003
554;841;7086891;001;6;Steiermark;612;Liezen;Autobahnpolizeiinspektion;Trieben;8784;Trieben;Industriepark;8;+43 59133 6346 200;+43;59133;6346;200;209;API-ST-Trieben@polizei.gv.at;14,482480049999999;47,492202759999998
555;843;7327826;001;6;Steiermark;614;Murau;Bezirkspolizeikommando;Murau;8850;Murau;Bahnhofstraße;5;+43 59133 6360 305;+43;59133;6360;305;309;BPK-ST-Murau@polizei.gv.at;14,172852519999999;47,109355930000000
556;845;5975048;001;6;Steiermark;614;Murau;Polizeiinspektion;Neumarkt in Steiermark;8820;Neumarkt in Steiermark;Wiener Straße;9;+43 59133 6361 100;+43;59133;6361;100;109;PI-ST-Neumarkt-in-Steiermark@polizei.gv.at;14,424674039999999;47,075920109999998
557;847;5979641;001;6;Steiermark;614;Murau;Polizeiinspektion;Scheifling;8811;Scheifling;Amtsplatz;1;+43 59133 6363 100;+43;59133;6363;100;109;PI-ST-Scheifling@polizei.gv.at;14,412179000000000;47,148334509999998
558;848;7041114;001;6;Steiermark;614;Murau;Polizeiinspektion;Schöder;8844;Schöder;Schöder;155;+43 59133 6364 100;+43;59133;6364;100;109;PI-ST-Schoeder@polizei.gv.at;14,111845980000000;47,179882050000003
559;850;5980665;001;6;Steiermark;614;Murau;Polizeiinspektion;Stadl an der Mur;8862;Stadl an der Mur;Stadl an der Mur;120;+43 59133 6366 100;+43;59133;6366;100;109;PI-ST-Stadl-an-der-Mur@polizei.gv.at;13,980441100000000;47,086700440000001
560;851;5961682;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Kindberg;8650;Kindberg;Hauptstraße;8;+43 59133 6251 100;+43;59133;6251;100;109;PI-ST-Kindberg@polizei.gv.at;15,449694350000000;47,507374169999999
561;852;7209629;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Krieglach;8670;Krieglach;Hauptplatz;9;+43 59133 6252 100;+43;59133;6252;100;109;PI-ST-Krieglach@polizei.gv.at;15,560249340000000;47,544673920000001
562;853;5964048;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Langenwang;8665;Langenwang;Grazer Straße;16;+43 59133 6253 100;+43;59133;6253;100;109;PI-ST-Langenwang@polizei.gv.at;15,619849210000000;47,568321230000002
563;854;5966352;001;6;Steiermark;621;Bruck-Mürzzuschlag;Bezirkspolizeikommando;Bruck-Mürzzuschlag;8680;Mürzzuschlag;Alleegasse;3b;+43 59133 6250 305;+43;59133;6250;305;309;BPK-ST-Muerzzuschlag@polizei.gv.at;15,679243980000001;47,607261930000000
564;856;5968285;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Neuberg an der Mürz;8692;Neuberg an der Mürz;Hauptstraße;6;+43 59133 6255 100;+43;59133;6255;100;109;PI-ST-Neuberg-an-der-Muerz@polizei.gv.at;15,575531160000001;47,665551610000001
565;858;5971148;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Veitsch;8663;Veitsch;Obere Hauptstraße;8;+43 59133 6258 100;+43;59133;6258;100;109;PI-ST-Veitsch@polizei.gv.at;15,492266660000000;47,580356600000002
566;860;7343581;001;6;Steiermark;623;Südoststeiermark;Bezirkspolizeikommando;Südoststeiermark;8490;Bad Radkersburg;Dr. Schwaiger Straße;17;+43 59133 6180 305;+43;59133;6180;305;309;BPK-ST-Bad-Radkersburg@polizei.gv.at;15,993991590000000;46,690608760000003
567;862;5985019;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Mureck;8480;Mureck;Hauptplatz;2;+43 59133 6183 100;+43;59133;6183;100;109;PI-ST-Mureck@polizei.gv.at;15,771285839999999;46,707311160000003
568;863;7302317;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion (FGP-SB);Halbenrain (FGP-SB);8484;Oberpurkla;Oberpurkla;108;+43 59133 6181 100;+43;59133;6181;100;109;PI-ST-Halbenrain@polizei.gv.at;15,920397769999999;46,737678529999997
