name,Super98,Super95,Diesel,PLZ,land,bundesland,bezirk,stadt,strasse,datum,zeit,coordinates_X,coordinates_Y
Diskont Tankstelle,0,1.734,2.017,9500,at,Kärnten,Villach,Villach,Kärntner Straße 27 (Hofer-Parkplatz),3.11.2022,10:8:44,13.83869,46.59742
Diskont Tankstelle,0,1.686,1.978,3100,at,Niederösterreich,St. Pölten,St. Pölten,Porschestrasse 35 (Hofer-Parkplatz),3.11.2022,10:8:52,15.6184154,48.1740184
Diskont Tankstelle,0,1.764,2.044,3950,at,Niederösterreich,Gmünd,Gmünd,Emerich-Berger-Straße 7 (Hofer Parkplatz),3.11.2022,10:8:58,14.979923,48.766005
Diskont Tankstelle,0,1.683,1.983,2345,at,Niederösterreich,Mödling,Brunn am Gebirge,Johann-Steinböck-Strasse 18 (Hofer-Parkplatz),3.11.2022,10:9:5,16.3087613,48.1053542
Diskont Tankstelle,0,1.723,2.014,3910,at,Niederösterreich,Zwettl,Zwettl,Industriestrasse 19 (Hofer-Parkplatz),3.11.2022,10:9:11,15.1897988,48.6002782
Diskont Tankstelle,0,1.732,2.022,2604,at,Niederösterreich,Wiener Neustadt Land,Theresienfeld,Grazerstrasse 68 (Hofer-Parkplatz),3.11.2022,10:9:10,16.24546,47.8464116
Diskont Tankstelle,0,1.719,2.019,1210,at,Wien,Floridsdorf,Wien,Shuttleworthstraße 11 (Hofer-Parkplatz),3.11.2022,10:10:1,16.407684,48.271488
Diskont Tankstelle,0,1.734,0,4210,at,Oberösterreich,Urfahr Umgebung,Unterweitersdorf,Betriebsstrasse 14 (Hofer-Parkplatz),3.11.2022,10:9:17,14.4789382,48.3584873
Diskont Tankstelle,0,0,2.034,8970,at,Steiermark,Liezen,Schladming,Salzburger Siedlung 259 (Hofer-Parkplatz),3.11.2022,10:9:37,13.657405,47.390454
eni,0,1.749,0,9545,at,Kärnten,Spittal,Radenthein,Stadionstrasse 21,3.11.2022,10:8:48,13.710362,46.798428
Diskont Tankstelle,0,1.694,1.986,4490,at,Oberösterreich,Linz Land,St. Florian,Im Astenfeld 2 (Hofer Parkplatz),3.11.2022,10:9:21,14.394058,48.227278
Diskont Tankstelle,0,1.684,1.987,3340,at,Niederösterreich,Scheibbs,Waidhofen,Wiener Straße 54 (Am Hofer Parkplatz),3.11.2022,10:8:53,14.754875,47.976722
Diskont Tankstelle,0,1.723,2.009,2500,at,Niederösterreich,Baden,Baden,Haidhofstrasse 147 (Hofer-Parkplatz),3.11.2022,10:8:55,16.2812818,47.9751916
Diskont Tankstelle,0,1.694,1.994,2325,at,Niederösterreich,Wien Umgebung,Himberg,Hofer Straße 2 (Hofer Parkplatz),3.11.2022,10:8:55,16.45753,48.071822
Diskont Tankstelle,0,1.691,1.991,3160,at,Niederösterreich,Lilienfeld,Traisen,Gewerbestraße 2 (Am Hofer Parkplatz),3.11.2022,10:9:2,15.612339,48.049897
Diskont Tankstelle,0,1.694,1.989,4310,at,Oberösterreich,Perg,Mauthausen,Wienerbergstraße 1 (Hofer-Parkplatz),3.11.2022,10:9:22,14.530663,48.240424
Diskont Tankstelle,0,1.724,1.979,7000,at,Burgenland,Eisenstadt,Eisenstadt,Haidäckerstraße 4 (Hofer Parkplatz),3.11.2022,10:8:39,16.532042,47.825142
Diskont Tankstelle,0,1.641,1.941,7344,at,Burgenland,Oberpullendorf,Stoob,Burgenlandstraße /B50 (Hofer Parkplatz),3.11.2022,10:8:42,16.487473,47.514537
Diskont Tankstelle,0,1.689,1.994,9020,at,Kärnten,Klagenfurt Land,Klagenfurt,Feldkirchnerstraße 221 (Hofer Parkplatz),3.11.2022,10:8:44,14.28417,46.649367
Diskont Tankstelle,0,1.723,2.009,2500,at,Niederösterreich,Baden,Baden,Wiener Straße 72 (Hofer Parkplatz),3.11.2022,10:8:55,16.256536,48.013001
Diskont Tankstelle,0,1.711,2.022,4600,at,Oberösterreich,Wels,Wels,Dalistraße 2 (Hofer-Parkplatz),3.11.2022,10:9:14,14.025047,48.183581
Diskont Tankstelle,0,1.711,2.022,4600,at,Oberösterreich,Wels,Wels West,Malvenstrasse 3 (Hofer-Parkplatz),3.11.2022,10:9:14,13.9709846,48.1433978
Diskont Tankstelle,0,1.742,0,4910,at,Oberösterreich,Ried,Tumeltsham,Hannesgrub Nord 1 (Hofer-Parkplatz),3.11.2022,10:9:23,13.49649,48.2207783
Diskont Tankstelle,0,1.754,0,5230,at,Oberösterreich,Braunau,Mattighofen,Braunauer Strasse 27 (Hofer-Parkplatz),3.11.2022,10:9:15,13.1570388,48.0942884
Diskont Tankstelle,0,1.723,2.019,4563,at,Oberösterreich,Kirchdorf,Micheldorf,Kollingerfeld 5 (Hofer-Parkplatz),3.11.2022,10:9:21,14.1277908,47.890228
Diskont Tankstelle,0,1.694,1.986,4470,at,Oberösterreich,Linz Land,Enns,Doktor-Karl-Renner-Straße 60 (Am Hofer-Parkplatz),3.11.2022,10:9:21,14.458914,48.215991
Diskont Tankstelle,0,1.742,0,4910,at,Oberösterreich,Ried,Ried im Innkreis,Aubachweg 2 (Am Hofer Parkplatz),3.11.2022,10:9:24,13.464818,48.207022
Diskont Tankstelle,0,1.659,1.984,4850,at,Oberösterreich,Vöcklabruck,Timelkam,Atterseestraße 95 (Am Hofer Parkplatz),3.11.2022,10:9:27,13.621548,47.998139
Diskont Tankstelle,0,1.703,2.003,5600,at,Salzburg,St. Johann,St. Johann,Bundesstrasse 23 (Hofer-Parkplatz),3.11.2022,10:9:30,13.1971638,47.3569941
Diskont Tankstelle,0,1.749,0,4121,at,Oberösterreich,Rohrbach,Altenfelden,Haselbach 30 ( Hofer-Parkplatz),3.11.2022,10:9:25,13.969221,48.497102
Diskont Tankstelle,0,1.714,2.013,3380,at,Niederösterreich,Melk,Pöchlarn,Mankerstrasse 59 (Hofer-Parkplatz),3.11.2022,10:9:3,15.220914,48.19947
Diskont Tankstelle,0,0,1.979,4655,at,Oberösterreich,Gmunden,Vorchdorf,Neue Landstraße 74 (Hofer-Parkplatz),3.11.2022,10:9:18,13.920214,48.008358
Eni Oberscheider Wiener Neustadt,0,1.707,1.994,2700,at,Niederösterreich,Wiener Neustadt Land,Wiener Neustadt,Libellengasse 5-7,3.11.2022,10:8:53,16.210967828900863,47.8245949884878
Diskont Tankstelle,0,1.692,1.992,8055,at,Steiermark,Graz,Graz,Gmeinstrasse 4 (Hofer-Parkplatz),3.11.2022,10:9:35,15.4381637,47.0298178
Diskont Tankstelle,0,1.734,2.022,8700,at,Steiermark,Leoben,Leoben,Kärntner Straße 92 (Hofer Parkplatz),3.11.2022,10:9:37,15.105815,47.382529
Diskont Tankstelle,0,1.738,2.018,9990,at,Tirol,Lienz,Nussdorf,Hermann-Gmeiner-Strasse 14 (Hofer-Parkplatz),3.11.2022,10:9:47,12.8150528,46.8275812
Diskont Tankstelle,0,1.771,2.061,6706,at,Vorarlberg,Bludenz,Bürs,Herrenau 2 (Hofer-Parkplatz),3.11.2022,10:9:49,9.814188,47.152981
Diskont Tankstelle,0,1.754,2.044,6842,at,Vorarlberg,Feldkirch,Koblach,Bundesstraße 6 (Hofer-Parkplatz),3.11.2022,10:9:52,9.629425,47.325984
Diskont Tankstelle,0,1.755,2.045,6830,at,Vorarlberg,Feldkirch,Rankweil,St. Anna Weg 23  (Hofer-Parkplatz),3.11.2022,10:9:52,9.6079338,47.2726837
Diskont Tankstelle,0,1.719,2.019,1210,at,Wien,Floridsdorf,Wien,Donaufelderstraße 137 (Hofer-Parkplatz),3.11.2022,10:10:1,16.427015,48.252459
Diskont Tankstelle,0,0,2.034,8940,at,Steiermark,Liezen,Liezen,Gesäusestrasse 3a (Hofer-Parkplatz),3.11.2022,10:9:37,14.2484741,47.5615917
Diskont Tankstelle,0,0,1.994,9020,at,Kärnten,Klagenfurt Land,Klagenfurt,Stadlweg 51 (Hofer-Parkplatz),3.11.2022,10:8:43,14.3294016,46.6076452
Diskont Tankstelle,0,1.734,2.017,9500,at,Kärnten,Villach,Villach,Badstubenweg 80 (Hofer-Parkplatz),3.11.2022,10:8:44,13.8226038,46.631153
Diskont Tankstelle,0,1.744,2.029,9800,at,Kärnten,Spittal,Spittal an der Drau,Lastenstrasse 1 (Hofer-Parkplatz),3.11.2022,10:8:48,13.517817,46.787236
Diskont Tankstelle,0,1.734,2.017,9521,at,Kärnten,Villach Land,Treffen,Ossiacher see strasse (Hofer-Parkplatz),3.11.2022,10:8:49,13.874552,46.652264
Diskont Tankstelle,0,1.692,1.992,8020,at,Steiermark,Graz,Graz,Karlauergürtel 4 (Hofer Parkplatz),3.11.2022,10:9:33,15.428041,47.05646
Diskont Tankstelle,0,1.753,2.033,8811,at,Steiermark,Murau,Scheifling,Gewerbepark 2 (Hofer Parkplatz),3.11.2022,10:9:38,14.415071,47.154865
Diskont Tankstelle,0,1.754,0,8740,at,Steiermark,Judenburg,Zeltweg,Bundesstraße 28 (Hofer-Parkplatz),3.11.2022,10:9:41,14.741117,47.19556
Diskont Tankstelle,0,0,1.993,8430,at,Steiermark,Leibnitz,Leibnitz,Leopold Figl Strasse 2 (Hofer Parkplatz),3.11.2022,10:9:35,15.557292,46.797443
Shell Station St. Anton ,0,0,1.999,3283,at,Niederösterreich,Scheibbs,St. Anton,Gnadenberg 29,3.11.2022,10:9:7,15.1820512,47.9784772
Turmöl Quick,0,1.659,1.979,1110,at,Wien,Simmering,Wien,Gadnergasse 1,3.11.2022,10:9:55,16.41091,48.16636
Turmöl,0,1.756,2.03,5020,at,Salzburg,Salzburg Umgebung,Salzburg,Aignerstraße 22,3.11.2022,10:9:28,13.067715,47.797131
F. LEITNER,0,1.694,1.994,8530,at,Steiermark,Deutschlandsberg,Deutschlandsberg,Frauentaler Straße 122,3.11.2022,10:9:34,15.237103856007833,46.820352225695785
TURMÖL Quick powered by boesch energy,0,1.697,1.987,2136,at,Niederösterreich,Mistelbach,Laa an der Thaya,Nordbahnstr. 53,3.11.2022,10:9:4,16.38071,48.71651
Turmöl,0,1.702,1.992,4310,at,Oberösterreich,Perg,Mauthausen,Poschacherstraße 10,3.11.2022,10:9:22,14.52827,48.23962
M3 riedlingsdorf,0,1.724,1.984,7422,at,Burgenland,Oberwart,Riedlingsdorf,Untere Hauptstraße 153,3.11.2022,10:8:43,16.1450365,47.3371468
AVIA XPress (unser Service: Luft und Wasser),0,0,2.015,3542,at,Niederösterreich,Krems Land,Jaidhof,Betriebsgebiet 107,3.11.2022,10:9:1,15.461022,48.525221
TurboSprit,0,1.698,1.998,9130,at,Kärnten,Klagenfurt Land,Poggersdorf,Landesstrasse 2,3.11.2022,10:8:46,14.449627,46.641242
Turmöl,0,1.689,1.989,1230,at,Wien,Liesing,Wien,Altmannsdorferstraße 150,3.11.2022,10:10:2,16.31935,48.154766
Disk,0,1.775,2.059,6713,at,Vorarlberg,Bludenz,Ludesch,Walgaustraße 32,3.11.2022,10:9:50,9.77762,47.19298
M3 GROßKLEIN Waschcenter,0,1.699,0,8452,at,Steiermark,Leibnitz,Großklein,Mattelsberg 130,3.11.2022,10:9:36,15.4444,46.7361
